Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"BALY","BALLY S CORP","Consumer Discretionary","Equity","3,070,493.64","0.00","3,070,493.64","165,258.00","18.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MNTK","MONTAUK RENEWABLES INC","Utilities","Equity","3,056,189.40","0.00","3,056,189.40","1,543,530.00","1.98","United States","NASDAQ","USD","1.00","USD","-"
"CURI","CURIOSITYSTREAM INC CLASS A","Communication","Equity","3,040,942.50","0.00","3,040,942.50","810,918.00","3.75","United States","NASDAQ","USD","1.00","USD","-"
"NREF","NEXPOINT REAL ESTATE FINANCE INC","Financials","Equity","3,044,263.75","0.00","3,044,263.75","221,401.00","13.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MRBK","MERIDIAN CORP","Financials","Equity","3,034,038.40","0.00","3,034,038.40","205,280.00","14.78","United States","NASDAQ","USD","1.00","USD","-"
"HWBK","HAWTHORN BANCSHARES INC","Financials","Equity","3,034,325.72","0.00","3,034,325.72","96,389.00","31.48","United States","NASDAQ","USD","1.00","USD","-"
"EPM","EVOLUTION PETROLEUM CORP","Energy","Equity","3,036,060.09","0.00","3,036,060.09","661,451.00","4.59","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"SMID","SMITH MIDLAND CORP","Materials","Equity","3,036,311.46","0.00","3,036,311.46","80,262.00","37.83","United States","NASDAQ","USD","1.00","USD","-"
"EVI","EVI INDUSTRIES INC","Industrials","Equity","3,005,747.22","0.00","3,005,747.22","120,278.00","24.99","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"RELL","RICHARDSON ELECTRONICS LTD","Information Technology","Equity","3,008,980.00","0.00","3,008,980.00","289,325.00","10.40","United States","NASDAQ","USD","1.00","USD","-"
"ELDN","ELEDON PHARMACEUTICALS INC","Health Care","Equity","2,968,459.59","0.00","2,968,459.59","1,393,643.00","2.13","United States","NASDAQ","USD","1.00","USD","-"
"AVD","AMER VANGUARD CORP","Materials","Equity","2,951,273.57","0.00","2,951,273.57","606,011.00","4.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FATE","FATE THERAPEUTICS INC","Health Care","Equity","2,930,612.16","0.00","2,930,612.16","2,616,618.00","1.12","United States","NASDAQ","USD","1.00","USD","-"
"ESCA","ESCALADE INC","Consumer Discretionary","Equity","2,930,911.50","0.00","2,930,911.50","233,725.00","12.54","United States","NASDAQ","USD","1.00","USD","-"
"GENC","GENCOR INDUSTRIES INC","Industrials","Equity","2,913,441.96","0.00","2,913,441.96","215,332.00","13.53","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"BOOM","DMC GLOBAL INC","Energy","Equity","2,900,127.24","0.00","2,900,127.24","473,877.00","6.12","United States","NASDAQ","USD","1.00","USD","-"
"LWAY","LIFEWAY FOODS INC","Consumer Staples","Equity","2,888,510.63","0.00","2,888,510.63","123,811.00","23.33","United States","NASDAQ","USD","1.00","USD","-"
"ARAY","ACCURAY INC","Health Care","Equity","2,866,642.74","0.00","2,866,642.74","2,450,122.00","1.17","United States","NASDAQ","USD","1.00","USD","-"
"BVFL","BV FINANCIAL INC","Financials","Equity","2,860,685.40","0.00","2,860,685.40","168,772.00","16.95","United States","NASDAQ","USD","1.00","USD","-"
"ACTG","ACACIA RESEARCH CORP","Financials","Equity","2,856,176.89","0.00","2,856,176.89","769,859.00","3.71","United States","NASDAQ","USD","1.00","USD","-"
"BRCC","BRC INC CLASS A","Consumer Staples","Equity","2,845,002.24","0.00","2,845,002.24","2,123,136.00","1.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FSFG","FIRST SAVINGS FINANCIAL GROUP INC","Financials","Equity","2,824,593.32","0.00","2,824,593.32","93,098.00","30.34","United States","NASDAQ","USD","1.00","USD","-"
"FINW","FINWISE BANCORP","Financials","Equity","2,830,477.60","0.00","2,830,477.60","149,840.00","18.89","United States","NASDAQ","USD","1.00","USD","-"
"EFSI","EAGLE FINANCIAL SERVICES INC","Financials","Equity","2,831,350.10","0.00","2,831,350.10","78,758.00","35.95","United States","NASDAQ","USD","1.00","USD","-"
"EHTH","EHEALTH INC","Financials","Equity","2,794,967.82","0.00","2,794,967.82","675,113.00","4.14","United States","NASDAQ","USD","1.00","USD","-"
"LZM","LIFEZONE METALS LTD","Materials","Equity","2,796,500.94","0.00","2,796,500.94","695,647.00","4.02","Isle of Man","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NPWR","NET POWER INC CLASS A","Industrials","Equity","2,781,819.99","0.00","2,781,819.99","840,429.00","3.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GAMB","GAMBLING COM GROUP LTD","Communication","Equity","2,773,161.72","0.00","2,773,161.72","405,433.00","6.84","Jersey","NASDAQ","USD","1.00","USD","-"
"HAIN","HAIN CELESTIAL GROUP INC","Consumer Staples","Equity","2,766,157.79","0.00","2,766,157.79","2,178,077.00","1.27","United States","NASDAQ","USD","1.00","USD","-"
"SPWR","SUNPOWER INC","Industrials","Equity","2,752,276.08","0.00","2,752,276.08","1,503,976.00","1.83","United States","NASDAQ","USD","1.00","USD","-"
"HPK","HIGHPEAK ENERGY INC","Energy","Equity","2,747,525.59","0.00","2,747,525.59","457,159.00","6.01","United States","NASDAQ","USD","1.00","USD","-"
"ARQ","ARQ INC","Materials","Equity","2,737,365.02","0.00","2,737,365.02","788,866.00","3.47","United States","NASDAQ","USD","1.00","USD","-"
"CBFV","CB FINANCIAL SERVICES INC","Financials","Equity","2,737,794.24","0.00","2,737,794.24","80,928.00","33.83","United States","NASDAQ","USD","1.00","USD","-"
"AOMR","ANGEL OAK MORTGAGE REIT INC","Financials","Equity","2,732,508.20","0.00","2,732,508.20","306,335.00","8.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","Jun 17, 2021"
"SATL","SATELLOGIC INC CLASS A","Industrials","Equity","2,733,715.98","0.00","2,733,715.98","1,687,479.00","1.62","United States","NASDAQ","USD","1.00","USD","-"
"CMDB","COSTAMARE BULKERS HOLDINGS LTD","Industrials","Equity","2,721,093.54","0.00","2,721,093.54","209,154.00","13.01","Monaco","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FRD","FRIEDMAN INDUSTRIES INC","Materials","Equity","2,723,582.55","0.00","2,723,582.55","131,765.00","20.67","United States","NASDAQ","USD","1.00","USD","-"
"JILL","J JILL INC","Consumer Discretionary","Equity","2,715,417.62","0.00","2,715,417.62","178,294.00","15.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STRS","STRATUS PROPERTIES INC","Real Estate","Equity","2,709,349.50","0.00","2,709,349.50","144,885.00","18.70","United States","NASDAQ","USD","1.00","USD","-"
"FOA","FINANCE OF AMERICA COMPANIES INC C","Financials","Equity","2,711,597.73","0.00","2,711,597.73","116,029.00","23.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SGC","SUPERIOR GROUP OF COMPANIES INC","Consumer Discretionary","Equity","2,693,806.38","0.00","2,693,806.38","290,594.00","9.27","United States","NASDAQ","USD","1.00","USD","-"
"EWCZ","EUROPEAN WAX CENTER INC CLASS A","Consumer Discretionary","Equity","2,676,840.65","0.00","2,676,840.65","733,381.00","3.65","United States","NASDAQ","USD","1.00","USD","-"
"ASIC","ATEGRITY SPECIALTY INSURANCE COMPA","Financials","Equity","2,669,721.60","0.00","2,669,721.60","148,980.00","17.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MDV","MODIV INDUSTRIAL INC CLASS C","Real Estate","Equity","2,662,857.06","0.00","2,662,857.06","181,641.00","14.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NXDT","NEXPOINT DIVERSIFIED REAL ESTATE T","Real Estate","Equity","2,651,899.52","0.00","2,651,899.52","895,912.00","2.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVR","ANTERIS TECHNOLOGIES GLOBAL CORP","Health Care","Equity","2,652,305.04","0.00","2,652,305.04","701,668.00","3.78","United States","NASDAQ","USD","1.00","USD","-"
"JYNT","JOINT CORP","Health Care","Equity","2,632,148.45","0.00","2,632,148.45","322,963.00","8.15","United States","NASDAQ","USD","1.00","USD","-"
"MLP","MAUI LAND AND PINEAPPLE INC","Real Estate","Equity","2,628,646.20","0.00","2,628,646.20","172,710.00","15.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FCAP","FIRST CAPITAL INC","Financials","Equity","2,611,321.76","0.00","2,611,321.76","58,081.00","44.96","United States","NASDAQ","USD","1.00","USD","-"
"DH","DEFINITIVE HEALTHCARE CORP CLASS A","Health Care","Equity","2,606,513.91","0.00","2,606,513.91","908,193.00","2.87","United States","NASDAQ","USD","1.00","USD","-"
"OVBC","OHIO VALLEY BANC CORP","Financials","Equity","2,594,829.80","0.00","2,594,829.80","73,135.00","35.48","United States","NASDAQ","USD","1.00","USD","-"
"KRO","KRONOS WORLDWIDE INC","Materials","Equity","2,564,134.90","0.00","2,564,134.90","535,310.00","4.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NODK","NI HOLDINGS INC","Financials","Equity","2,552,887.60","0.00","2,552,887.60","190,514.00","13.40","United States","NASDAQ","USD","1.00","USD","-"
"KULR","KULR TECHNOLOGY GROUP INC","Industrials","Equity","2,538,297.71","0.00","2,538,297.71","848,929.00","2.99","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"OM","OUTSET MEDICAL INC","Health Care","Equity","2,523,398.02","0.00","2,523,398.02","405,691.00","6.22","United States","NASDAQ","USD","1.00","USD","-"
"FSP","FRANKLIN STREET PROPERTIES REIT CO","Real Estate","Equity","2,523,708.35","0.00","2,523,708.35","2,194,529.00","1.15","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"HBB","HAMILTON BEACH BRANDS HOLDING COMP","Consumer Discretionary","Equity","2,499,751.80","0.00","2,499,751.80","178,045.00","14.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DERM","JOURNEY MEDICAL CORP","Health Care","Equity","2,480,939.85","0.00","2,480,939.85","274,137.00","9.05","United States","NASDAQ","USD","1.00","USD","-"
"DCGO","DOCGO INC","Health Care","Equity","2,483,251.10","0.00","2,483,251.10","2,257,501.00","1.10","United States","NASDAQ","USD","1.00","USD","-"
"AIRO","AIRO GROUP HOLDINGS INC","Industrials","Equity","2,451,300.98","0.00","2,451,300.98","179,846.00","13.63","United States","NASDAQ","USD","1.00","USD","-"
"AEYE","AUDIOEYE INC","Information Technology","Equity","2,454,084.30","0.00","2,454,084.30","198,390.00","12.37","United States","NASDAQ","USD","1.00","USD","-"
"NMAX","NEWSMAX INC CLASS B","Communication","Equity","2,444,977.32","0.00","2,444,977.32","279,107.00","8.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FFAI","FARADAY FUTURE INTELLIGENT ELECTRI","Consumer Discretionary","Equity","2,439,782.24","0.00","2,439,782.24","2,178,377.00","1.12","United States","NASDAQ","USD","1.00","USD","-"
