Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"TRN","TRINITY INDUSTRIES INC","Industrials","Equity","49,480,308.90","0.07","49,480,308.90","1,987,161.00","24.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SLNO","SOLENO THERAPEUTICS INC","Health Care","Equity","49,317,029.00","0.07","49,317,029.00","1,012,670.00","48.70","United States","NASDAQ","USD","1.00","USD","-"
"GEO","GEO GROUP INC","Industrials","Equity","49,108,646.72","0.07","49,108,646.72","3,309,208.00","14.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OI","O I GLASS INC","Materials","Equity","49,082,346.08","0.07","49,082,346.08","3,755,344.00","13.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CUBI","CUSTOMERS BANCORP INC","Financials","Equity","49,067,500.59","0.07","49,067,500.59","726,603.00","67.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTCT","NETSCOUT SYSTEMS INC","Information Technology","Equity","48,968,254.10","0.07","48,968,254.10","1,730,327.00","28.30","United States","NASDAQ","USD","1.00","USD","-"
"HE","HAWAIIAN ELECTRIC INDUSTRIES INC","Utilities","Equity","48,791,699.01","0.07","48,791,699.01","4,246,449.00","11.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DRH","DIAMONDROCK HOSPITALITY REIT","Real Estate","Equity","48,664,059.48","0.07","48,664,059.48","5,255,298.00","9.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GRBK","GREEN BRICK PARTNERS INC","Consumer Discretionary","Equity","48,625,053.46","0.07","48,625,053.46","754,813.00","64.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RAMP","LIVERAMP HOLDINGS INC","Information Technology","Equity","48,605,644.96","0.07","48,605,644.96","1,574,017.00","30.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"POWI","POWER INTEGRATIONS INC","Information Technology","Equity","48,583,427.39","0.07","48,583,427.39","1,372,801.00","35.39","United States","NASDAQ","USD","1.00","USD","-"
"KLIC","KULICKE AND SOFFA INDUSTRIES INC","Information Technology","Equity","48,562,990.65","0.07","48,562,990.65","1,256,481.00","38.65","United States","NASDAQ","USD","1.00","USD","-"
"SONO","SONOS INC","Consumer Discretionary","Equity","48,534,715.53","0.07","48,534,715.53","2,873,577.00","16.89","United States","NASDAQ","USD","1.00","USD","-"
"IRON","DISC MEDICINE INC","Health Care","Equity","48,478,411.08","0.07","48,478,411.08","563,244.00","86.07","United States","NASDAQ","USD","1.00","USD","-"
"KWR","QUAKER HOUGHTON CORP","Materials","Equity","48,299,720.85","0.07","48,299,720.85","338,589.00","142.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRDN","VIRIDIAN THERAPEUTICS ORS INC","Health Care","Equity","48,291,311.72","0.07","48,291,311.72","1,698,604.00","28.43","United States","NASDAQ","USD","1.00","USD","-"
"SGHC","SUPER GROUP LTD","Consumer Discretionary","Equity","48,194,080.85","0.07","48,194,080.85","3,915,035.00","12.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RXO","RXO INC","Industrials","Equity","48,175,298.22","0.07","48,175,298.22","3,955,279.00","12.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OCUL","OCULAR THERAPEUTIX INC","Health Care","Equity","47,811,213.78","0.07","47,811,213.78","4,261,249.00","11.22","United States","NASDAQ","USD","1.00","USD","-"
"EFSC","ENTERPRISE FINANCIAL SERVICES CORP","Financials","Equity","47,745,687.60","0.07","47,745,687.60","894,114.00","53.40","United States","NASDAQ","USD","1.00","USD","-"
"GT","GOODYEAR TIRE & RUBBER","Consumer Discretionary","Equity","47,730,255.00","0.07","47,730,255.00","6,364,034.00","7.50","United States","NASDAQ","USD","1.00","USD","-"
"NTB","BANK OF NT BUTTERFIELD & SON LTD","Financials","Equity","47,602,397.82","0.07","47,602,397.82","1,030,578.00","46.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KSS","KOHLS CORP","Consumer Discretionary","Equity","47,569,164.58","0.07","47,569,164.58","2,645,671.00","17.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRDO","PERDOCEO EDUCATION CORP","Consumer Discretionary","Equity","47,545,095.96","0.07","47,545,095.96","1,507,932.00","31.53","United States","NASDAQ","USD","1.00","USD","-"
"BUSE","FIRST BUSEY CORP","Financials","Equity","47,514,275.41","0.07","47,514,275.41","2,063,147.00","23.03","United States","NASDAQ","USD","1.00","USD","-"
"MQ","MARQETA INC CLASS A","Financials","Equity","47,500,115.04","0.07","47,500,115.04","9,424,626.00","5.04","United States","NASDAQ","USD","1.00","USD","-"
"MSGE","MADISON SQUARE GARDEN ENTERTAINMEN","Communication","Equity","47,478,823.84","0.07","47,478,823.84","962,864.00","49.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ASGN","ASGN INC","Information Technology","Equity","47,395,107.22","0.07","47,395,107.22","1,058,399.00","44.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SDRL","SEADRILL LTD","Energy","Equity","47,390,448.85","0.07","47,390,448.85","1,530,205.00","30.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMR","ALPHA METALLURGICAL RESOURCE INC","Materials","Equity","47,314,346.00","0.07","47,314,346.00","285,370.00","165.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HCI","HCI GROUP INC","Financials","Equity","47,142,505.80","0.07","47,142,505.80","251,628.00","187.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MD","PEDIATRIX MEDICAL GROUP INC","Health Care","Equity","47,121,297.51","0.07","47,121,297.51","2,084,091.00","22.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KN","KNOWLES CORP","Information Technology","Equity","46,963,008.30","0.07","46,963,008.30","2,073,422.00","22.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INOD","INNODATA INC","Industrials","Equity","46,790,342.35","0.07","46,790,342.35","749,005.00","62.47","United States","NASDAQ","USD","1.00","USD","-"
"NWN","NORTHWEST NATURAL HOLDING COMPANY","Utilities","Equity","46,779,536.82","0.07","46,779,536.82","979,266.00","47.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BWIN","BALDWIN INSURANCE GROUP INC CLASS","Financials","Equity","46,753,337.80","0.07","46,753,337.80","1,704,460.00","27.43","United States","NASDAQ","USD","1.00","USD","-"
"HMN","HORACE MANN EDUCATORS CORP","Financials","Equity","46,498,163.53","0.07","46,498,163.53","1,019,473.00","45.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNS","COHEN & STEERS INC","Financials","Equity","46,429,990.98","0.07","46,429,990.98","679,397.00","68.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CC","CHEMOURS","Materials","Equity","46,414,481.85","0.07","46,414,481.85","3,669,129.00","12.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TIC","TIC SOLUTIONS INC","Industrials","Equity","46,316,109.24","0.07","46,316,109.24","4,150,189.00","11.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARR","ARMOUR RESIDENTIAL REIT INC","Financials","Equity","46,017,493.20","0.07","46,017,493.20","2,705,320.00","17.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EYE","NATIONAL VISION HOLDINGS INC","Consumer Discretionary","Equity","45,886,283.64","0.07","45,886,283.64","1,901,628.00","24.13","United States","NASDAQ","USD","1.00","USD","-"
"BRSL","BRIGHTSTAR LOTTERY PLC","Consumer Discretionary","Equity","45,819,362.40","0.07","45,819,362.40","2,727,343.00","16.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AI","C3 AI INC CLASS A","Information Technology","Equity","45,748,117.20","0.07","45,748,117.20","2,988,120.00","15.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LMAT","LEMAITRE VASCULAR INC","Health Care","Equity","45,711,043.77","0.07","45,711,043.77","505,821.00","90.37","United States","NASDAQ","USD","1.00","USD","-"
"CRK","COMSTOCK RESOURCES INC","Energy","Equity","45,536,305.12","0.07","45,536,305.12","1,812,751.00","25.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IOSP","INNOSPEC INC","Materials","Equity","45,540,661.92","0.07","45,540,661.92","601,912.00","75.66","United States","NASDAQ","USD","1.00","USD","-"
"MRX","MAREX GROUP PLC","Financials","Equity","45,447,231.80","0.07","45,447,231.80","1,311,230.00","34.66","United Kingdom","NASDAQ","USD","1.00","USD","-"
"STRA","STRATEGIC EDUCATION INC","Consumer Discretionary","Equity","45,423,541.90","0.07","45,423,541.90","565,673.00","80.30","United States","NASDAQ","USD","1.00","USD","-"
"CXW","CORECIVIC REIT INC","Industrials","Equity","45,349,652.91","0.07","45,349,652.91","2,632,017.00","17.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EVTC","EVERTEC INC","Financials","Equity","45,198,109.70","0.07","45,198,109.70","1,577,045.00","28.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OFG","OFG BANCORP","Financials","Equity","45,185,481.50","0.07","45,185,481.50","1,117,070.00","40.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SHO","SUNSTONE HOTEL INVESTORS REIT INC","Real Estate","Equity","45,070,326.66","0.06","45,070,326.66","4,704,627.00","9.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TWST","TWIST BIOSCIENCE CORP","Health Care","Equity","45,020,652.12","0.06","45,020,652.12","1,437,441.00","31.32","United States","NASDAQ","USD","1.00","USD","-"
"COCO","THE VITA COCO COMPANY INC","Consumer Staples","Equity","44,927,333.36","0.06","44,927,333.36","1,073,276.00","41.86","United States","NASDAQ","USD","1.00","USD","-"
"MLYS","MINERALYS THERAPEUTICS INC","Health Care","Equity","44,842,595.70","0.06","44,842,595.70","951,870.00","47.11","United States","NASDAQ","USD","1.00","USD","-"
"BUR","BURFORD CAPITAL LTD","Financials","Equity","44,736,642.44","0.06","44,736,642.44","4,926,943.00","9.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UFPT","UFP TECHNOLOGIES INC","Health Care","Equity","44,720,249.61","0.06","44,720,249.61","182,082.00","245.60","United States","NASDAQ","USD","1.00","USD","-"
"PRGS","PROGRESS SOFTWARE CORP","Information Technology","Equity","44,703,074.15","0.06","44,703,074.15","1,037,435.00","43.09","United States","NASDAQ","USD","1.00","USD","-"
"DBRG","DIGITALBRIDGE GROUP INC CLASS A","Financials","Equity","44,680,679.85","0.06","44,680,679.85","4,195,369.00","10.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SEI","SOLARIS OILFIELD INFRASTRUCTURE IN","Energy","Equity","44,624,723.75","0.06","44,624,723.75","889,825.00","50.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROCK","GIBRALTAR INDUSTRIES INC","Industrials","Equity","44,434,943.55","0.06","44,434,943.55","724,995.00","61.29","United States","NASDAQ","USD","1.00","USD","-"
"AUPH","AURINIA PHARMACEUTICALS INC","Health Care","Equity","44,302,742.40","0.06","44,302,742.40","2,825,430.00","15.68","United States","NASDAQ","USD","1.00","USD","-"
"AMRX","AMNEAL PHARMACEUTICALS INC CLASS A","Health Care","Equity","44,135,472.75","0.06","44,135,472.75","3,693,345.00","11.95","United States","NASDAQ","USD","1.00","USD","-"
"YELP","YELP INC","Communication","Equity","44,048,347.38","0.06","44,048,347.38","1,501,307.00","29.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NGVT","INGEVITY CORP","Materials","Equity","43,949,603.49","0.06","43,949,603.49","887,333.00","49.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTX","MINERALS TECHNOLOGIES INC","Materials","Equity","43,859,066.88","0.06","43,859,066.88","765,696.00","57.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PAGS","PAGSEGURO DIGITAL LTD CLASS A","Financials","Equity","43,846,024.23","0.06","43,846,024.23","4,415,511.00","9.93","Brazil","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ENOV","ENOVIS CORP","Health Care","Equity","43,846,732.18","0.06","43,846,732.18","1,391,518.00","31.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRIP","TRIPADVISOR INC","Consumer Discretionary","Equity","43,760,658.58","0.06","43,760,658.58","2,830,573.00","15.46","United States","NASDAQ","USD","1.00","USD","-"
"AORT","ARTIVION INC","Health Care","Equity","43,585,657.50","0.06","43,585,657.50","930,125.00","46.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HNI","HNI CORP","Industrials","Equity","43,588,447.50","0.06","43,588,447.50","1,103,505.00","39.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BKE","BUCKLE INC","Consumer Discretionary","Equity","43,502,523.48","0.06","43,502,523.48","767,511.00","56.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LQDA","LIQUIDIA CORP","Health Care","Equity","43,482,367.20","0.06","43,482,367.20","1,565,240.00","27.78","United States","NASDAQ","USD","1.00","USD","-"
"TXG","10X GENOMICS INC CLASS A","Health Care","Equity","43,374,687.72","0.06","43,374,687.72","2,614,508.00","16.59","United States","NASDAQ","USD","1.00","USD","-"
"PGNY","PROGYNY INC","Health Care","Equity","43,290,913.42","0.06","43,290,913.42","1,818,182.00","23.81","United States","NASDAQ","USD","1.00","USD","-"
"SMPL","THE SIMPLY GOOD FOODS COMPANY","Consumer Staples","Equity","43,269,199.68","0.06","43,269,199.68","2,272,542.00","19.04","United States","NASDAQ","USD","1.00","USD","-"
"DX","DYNEX CAPITAL REIT INC","Financials","Equity","43,219,266.54","0.06","43,219,266.54","3,147,798.00","13.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SYBT","STOCK YARDS BANCORP INC","Financials","Equity","43,183,115.82","0.06","43,183,115.82","638,898.00","67.59","United States","NASDAQ","USD","1.00","USD","-"
"HLIO","HELIOS TECHNOLOGIES INC","Industrials","Equity","42,921,066.24","0.06","42,921,066.24","808,002.00","53.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BBAI","BIGBEAR.AI HOLDINGS INC","Information Technology","Equity","42,803,967.66","0.06","42,803,967.66","7,063,361.00","6.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTST","NETSTREIT CORP","Real Estate","Equity","42,667,071.84","0.06","42,667,071.84","2,315,088.00","18.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VECO","VEECO INSTRUMENTS INC","Information Technology","Equity","42,573,493.92","0.06","42,573,493.92","1,392,656.00","30.57","United States","NASDAQ","USD","1.00","USD","-"
"APPN","APPIAN CORP CLASS A","Information Technology","Equity","42,497,011.92","0.06","42,497,011.92","961,036.00","44.22","United States","NASDAQ","USD","1.00","USD","-"
"ADNT","ADIENT PLC","Consumer Discretionary","Equity","42,341,898.15","0.06","42,341,898.15","2,060,433.00","20.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OMCL","OMNICELL INC","Health Care","Equity","42,198,931.41","0.06","42,198,931.41","1,137,131.00","37.11","United States","NASDAQ","USD","1.00","USD","-"
"WOR","WORTHINGTON ENTERPRISES INC","Industrials","Equity","42,151,655.64","0.06","42,151,655.64","766,812.00","54.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RXRX","RECURSION PHARMACEUTICALS INC CLAS","Health Care","Equity","42,068,801.55","0.06","42,068,801.55","8,931,805.00","4.71","United States","NASDAQ","USD","1.00","USD","-"
"TPB","TURNING POINT BRANDS INC","Consumer Staples","Equity","42,071,645.85","0.06","42,071,645.85","418,665.00","100.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SKWD","SKYWARD SPECIALTY INSURANCE GROUP","Financials","Equity","42,029,734.22","0.06","42,029,734.22","873,073.00","48.14","United States","NASDAQ","USD","1.00","USD","-"
"BATRK","ATLANTA BRAVES HOLDINGS INC SERIES","Communication","Equity","42,000,986.97","0.06","42,000,986.97","1,063,047.00","39.51","United States","NASDAQ","USD","1.00","USD","-"
"AVPT","AVEPOINT INC CLASS A","Information Technology","Equity","42,004,889.28","0.06","42,004,889.28","3,241,118.00","12.96","United States","NASDAQ","USD","1.00","USD","-"
"CRGY","CRESCENT ENERGY CLASS A","Energy","Equity","41,983,252.53","0.06","41,983,252.53","4,332,637.00","9.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VSH","VISHAY INTERTECHNOLOGY INC","Information Technology","Equity","41,959,132.97","0.06","41,959,132.97","2,948,639.00","14.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NNI","NELNET INC CLASS A","Financials","Equity","41,919,251.04","0.06","41,919,251.04","325,258.00","128.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HLMN","HILLMAN SOLUTIONS CORP","Industrials","Equity","41,909,105.84","0.06","41,909,105.84","4,828,238.00","8.68","United States","NASDAQ","USD","1.00","USD","-"
"PPTA","PERPETUA RESOURCES CORP","Materials","Equity","41,818,472.85","0.06","41,818,472.85","1,823,745.00","22.93","United States","NASDAQ","USD","1.00","USD","-"
"CASH","PATHWARD FINANCIAL INC","Financials","Equity","41,773,388.72","0.06","41,773,388.72","605,236.00","69.02","United States","NASDAQ","USD","1.00","USD","-"
"WRBY","WARBY PARKER INC CLASS A","Consumer Discretionary","Equity","41,673,816.14","0.06","41,673,816.14","2,397,803.00","17.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ANDE","ANDERSONS INC","Consumer Staples","Equity","41,329,019.16","0.06","41,329,019.16","802,817.00","51.48","United States","NASDAQ","USD","1.00","USD","-"
"CHCO","CITY HOLDING","Financials","Equity","41,323,902.26","0.06","41,323,902.26","337,586.00","122.41","United States","NASDAQ","USD","1.00","USD","-"
"DBD","DIEBOLD NIXDORF INC","Information Technology","Equity","41,262,599.25","0.06","41,262,599.25","632,377.00","65.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DHT","DHT HOLDINGS INC","Energy","Equity","41,237,256.56","0.06","41,237,256.56","3,086,621.00","13.36","Bermuda","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALG","ALAMO GROUP INC","Industrials","Equity","41,205,625.04","0.06","41,205,625.04","250,612.00","164.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NWBI","NORTHWEST BANCSHARES INC","Financials","Equity","41,131,986.10","0.06","41,131,986.10","3,482,810.00","11.81","United States","NASDAQ","USD","1.00","USD","-"
"TNET","TRINET GROUP INCINARY","Industrials","Equity","41,063,296.32","0.06","41,063,296.32","728,848.00","56.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVDL","AVADEL PHARMACEUTICALS ORD","Health Care","Equity","40,988,447.29","0.06","40,988,447.29","2,176,763.00","18.83","United States","NASDAQ","USD","1.00","USD","-"
"NIC","NICOLET BANKSHARES INC","Financials","Equity","40,981,656.18","0.06","40,981,656.18","329,514.00","124.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NHC","NATIONAL HEALTHCARE CORP","Health Care","Equity","40,754,351.60","0.06","40,754,351.60","308,278.00","132.20","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"LASR","NLIGHT INC","Information Technology","Equity","40,754,821.42","0.06","40,754,821.42","1,171,789.00","34.78","United States","NASDAQ","USD","1.00","USD","-"
"GSHD","GOOSEHEAD INSURANCE INC CLASS A","Financials","Equity","40,706,454.95","0.06","40,706,454.95","584,443.00","69.65","United States","NASDAQ","USD","1.00","USD","-"
"CDTX","CIDARA THERAPEUTICS INC","Health Care","Equity","40,661,480.46","0.06","40,661,480.46","375,834.00","108.19","United States","NASDAQ","USD","1.00","USD","-"
"LTC","LTC PROPERTIES REIT INC","Real Estate","Equity","40,557,999.72","0.06","40,557,999.72","1,121,316.00","36.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FSLY","FASTLY INC CLASS A","Information Technology","Equity","40,306,279.42","0.06","40,306,279.42","3,361,658.00","11.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACMR","ACM RESEARCH CLASS A INC","Information Technology","Equity","40,103,690.88","0.06","40,103,690.88","1,228,667.00","32.64","United States","NASDAQ","USD","1.00","USD","-"
"FCF","FIRST COMMONWEALTH FINANCIAL CORP","Financials","Equity","40,105,418.23","0.06","40,105,418.23","2,505,023.00","16.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRCT","PROCEPT BIOROBOTICS CORP","Health Care","Equity","40,003,441.56","0.06","40,003,441.56","1,276,434.00","31.34","United States","NASDAQ","USD","1.00","USD","-"
"SLVM","SYLVAMO CORP","Materials","Equity","39,696,162.87","0.06","39,696,162.87","845,859.00","46.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BHE","BENCHMARK ELECTRONICS INC","Information Technology","Equity","39,425,687.70","0.06","39,425,687.70","875,154.00","45.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FLYW","FLYWIRE CORP","Financials","Equity","39,427,278.95","0.06","39,427,278.95","2,870,570.00","13.73","United States","NASDAQ","USD","1.00","USD","-"
"BELFB","BEL FUSE INC CLASS B","Information Technology","Equity","39,359,528.80","0.06","39,359,528.80","258,740.00","152.12","United States","NASDAQ","USD","1.00","USD","-"
"ENR","ENERGIZER HOLDINGS INC","Consumer Staples","Equity","39,312,441.13","0.06","39,312,441.13","1,613,149.00","24.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPNT","SIRIUSPOINT LTD","Financials","Equity","39,274,963.49","0.06","39,274,963.49","1,947,197.00","20.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"USD","USD CASH","Cash and/or Derivatives","Cash","39,221,987.12","0.06","39,221,987.12","39,221,987.00","100.00","United States","-","USD","1.00","USD","-"
"BLBD","BLUE BIRD CORP","Industrials","Equity","39,168,900.75","0.06","39,168,900.75","771,801.00","50.75","United States","NASDAQ","USD","1.00","USD","-"
"ANIP","ANI PHARMACEUTICALS INC","Health Care","Equity","39,117,414.70","0.06","39,117,414.70","441,805.00","88.54","United States","NASDAQ","USD","1.00","USD","-"
"IPAR","INTERPARFUMS INC","Consumer Staples","Equity","39,003,944.65","0.06","39,003,944.65","444,895.00","87.67","United States","NASDAQ","USD","1.00","USD","-"
"QUBT","QUANTUM COMPUTING INC","Information Technology","Equity","38,988,279.00","0.06","38,988,279.00","3,265,350.00","11.94","United States","NASDAQ","USD","1.00","USD","-"
"GNL","GLOBAL NET LEASE INC","Real Estate","Equity","38,778,302.68","0.06","38,778,302.68","4,890,076.00","7.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BFH","BREAD FINANCIAL HOLDINGS INC","Financials","Equity","38,763,969.86","0.06","38,763,969.86","610,841.00","63.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ATRC","ATRICURE INC","Health Care","Equity","38,725,115.68","0.06","38,725,115.68","1,178,488.00","32.86","United States","NASDAQ","USD","1.00","USD","-"
"MNKD","MANNKIND CORP","Health Care","Equity","38,681,522.25","0.06","38,681,522.25","7,367,909.00","5.25","United States","NASDAQ","USD","1.00","USD","-"
"VYX","NCR VOYIX CORP","Information Technology","Equity","38,635,150.40","0.06","38,635,150.40","3,449,567.00","11.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DEI","DOUGLAS EMMETT REIT INC","Real Estate","Equity","38,628,303.45","0.06","38,628,303.45","3,216,345.00","12.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CLDX","CELLDEX THERAPEUTICS INC","Health Care","Equity","38,515,005.99","0.06","38,515,005.99","1,580,427.00","24.37","United States","NASDAQ","USD","1.00","USD","-"
"FLNC","FLUENCE ENERGY INC CLASS A","Industrials","Equity","38,293,575.42","0.06","38,293,575.42","1,847,254.00","20.73","United States","NASDAQ","USD","1.00","USD","-"
"CECO","CECO ENVIRONMENTAL CORP","Industrials","Equity","38,182,437.54","0.05","38,182,437.54","709,447.00","53.82","United States","NASDAQ","USD","1.00","USD","-"
"PAR","PAR TECHNOLOGY CORP","Information Technology","Equity","37,990,375.76","0.05","37,990,375.76","974,612.00","38.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FIVN","FIVE9 INC","Information Technology","Equity","37,983,596.16","0.05","37,983,596.16","1,868,352.00","20.33","United States","NASDAQ","USD","1.00","USD","-"
"ROG","ROGERS CORP","Information Technology","Equity","37,970,175.85","0.05","37,970,175.85","451,757.00","84.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PAYO","PAYONEER GLOBAL INC","Financials","Equity","37,877,756.09","0.05","37,877,756.09","6,727,843.00","5.63","United States","NASDAQ","USD","1.00","USD","-"
"RSI","RUSH STREET INTERACTIVE INC CLASS","Consumer Discretionary","Equity","37,799,105.26","0.05","37,799,105.26","2,163,658.00","17.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AGM","FEDERAL AGRICULTURAL MORTGAGE NON","Financials","Equity","37,774,536.80","0.05","37,774,536.80","228,176.00","165.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KNTK","KINETIK HOLDINGS INC CLASS A","Energy","Equity","37,705,088.46","0.05","37,705,088.46","1,076,673.00","35.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IMVT","IMMUNOVANT INC","Health Care","Equity","37,711,068.99","0.05","37,711,068.99","1,647,491.00","22.89","United States","NASDAQ","USD","1.00","USD","-"
"CCS","CENTURY COMMUNITIES INC","Consumer Discretionary","Equity","37,638,623.82","0.05","37,638,623.82","629,619.00","59.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMSC","AMERICAN SUPERCONDUCTOR CORP","Industrials","Equity","37,602,025.20","0.05","37,602,025.20","1,064,610.00","35.32","United States","NASDAQ","USD","1.00","USD","-"
"CTRI","CENTURI HOLDINGS INC","Industrials","Equity","37,600,674.38","0.05","37,600,674.38","1,704,473.00","22.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IMAX","IMAX CORP","Communication","Equity","37,388,437.44","0.05","37,388,437.44","1,064,288.00","35.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HTH","HILLTOP HOLDINGS INC","Financials","Equity","37,336,436.28","0.05","37,336,436.28","1,107,249.00","33.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARLO","ARLO TECHNOLOGIES INC","Information Technology","Equity","37,329,338.10","0.05","37,329,338.10","2,422,410.00","15.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TILE","INTERFACE INC","Industrials","Equity","37,317,008.73","0.05","37,317,008.73","1,417,281.00","26.33","United States","NASDAQ","USD","1.00","USD","-"
"ADEA","ADEIA INC","Information Technology","Equity","37,281,282.84","0.05","37,281,282.84","2,670,579.00","13.96","United States","NASDAQ","USD","1.00","USD","-"
"GEF","GREIF INC CLASS A","Materials","Equity","37,217,369.02","0.05","37,217,369.02","621,014.00","59.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WLY","JOHN WILEY AND SONS INC CLASS A","Communication","Equity","37,191,641.60","0.05","37,191,641.60","1,001,930.00","37.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VERA","VERA THERAPEUTICS INC CLASS A","Health Care","Equity","37,186,254.11","0.05","37,186,254.11","1,251,641.00","29.71","United States","NASDAQ","USD","1.00","USD","-"
"SNDX","SYNDAX PHARMACEUTICALS INC","Health Care","Equity","36,836,149.41","0.05","36,836,149.41","2,077,617.00","17.73","United States","NASDAQ","USD","1.00","USD","-"
